"Data Source","World Development Indicators",

"Last Updated Date","2022-06-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Armenia","ARM","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.8330001831055","44.8639984130859","44.9039993286133","44.9519996643066","45.0029983520508","45.0530014038086","45.0870018005371","45.117000579834","45.140998840332","45.1580009460449","45.1689987182617","45.1619987487793","45.1510009765625","45.1389999389648","45.1319999694824","45.1300010681152","45.1339988708496","45.1450004577637","44.8390007019043","45.5499992370605","46.9339981079102","49.4620018005371","49.8370018005371","50.2070007324219","49.5390014648438","48.7779998779297","47.0340003967285","46.890998840332","43.1119995117188","44.7569999694824","41.9609985351563","42.6629981994629",
"American Samoa","ASM","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.2179985046387","51.9500007629395","51.9090003967285","51.6720008850098","52.5709991455078","53.576000213623","53.7630004882813","53.5439987182617","53.5989990234375","53.5800018310547","54.4659996032715","55.0019989013672","55.1889991760254","55.8709983825684","55.6450004577637","56.9269981384277","57.4780006408691","58.0279998779297","58.5040016174316","58.7070007324219","58.564998626709","58.8160018920898","58.7249984741211","58.6440010070801","58.6139984130859","59.0769996643066","59.3050003051758","59.8139991760254","60.4560012817383","60.9290008544922","60.1730003356934","61.056999206543",
"Austria","AUT","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.0060005187988","43.5439987182617","44.8460006713867","45.3089981079102","48.6389999389648","49.3860015869141","48.818000793457","48.7050018310547","49.3120002746582","49.4799995422363","49.3730010986328","49.3349990844727","50.5890007019043","50.7729988098145","49.9990005493164","51.2970008850098","51.9819984436035","52.8499984741211","53.382999420166","54.0470008850098","54.1510009765625","54.5009994506836","54.9879989624023","55.2820014953613","55.2980003356934","55.359001159668","55.9230003356934","55.9109992980957","55.9070014953613","55.9780006408691","55.6209983825684","55.5139999389648",
"Azerbaijan","AZE","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.5390014648438","67.6760025024414","69.5589981079102","71.8659973144531","74.052001953125","75.4300003051758","75.4049987792969","74.931999206543","74.0790023803711","73.4710006713867","72.5559997558594","70.6569976806641","68.8509979248047","66.9769973754883","65.411003112793","64.1269989013672","62.4939994812012","62.0559997558594","61.8969993591309","61.7840003967285","61.9669990539551","61.4819984436035","61.0979995727539","61.3170013427734","61.9210014343262","62.523998260498","62.9790000915527","63.2960014343262","63.6580009460449","63.3689994812012","59.1609992980957","60.3660011291504",
"Burundi","BDI","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.5550003051758","90.0749969482422","89.572998046875","89.0490036010742","88.5019989013672","87.9309997558594","87.338996887207","86.7220001220703","86.0800018310547","85.7470016479492","85.4069976806641","85.0589981079102","84.7050018310547","84.3430023193359","83.9739990234375","83.5979995727539","83.2149963378906","82.8249969482422","82.4280014038086","82.0230026245117","81.6110000610352","81.1920013427734","80.7649993896484","80.3300018310547","79.8880004882813","79.8690032958984","79.859001159668","79.8610000610352","79.875","79.9020004272461","79.1429977416992","78.9909973144531",
"Belgium","BEL","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.5040016174316","37.9630012512207","38.867000579834","39.5499992370605","40.1559982299805","40.5359992980957","40.5559997558594","41","41.6520004272461","43.1559982299805","43.6310005187988","41.8489990234375","42.5550003051758","42.9329986572266","44.2309989929199","45.6720008850098","45.7960014343262","46.5069999694824","46.8950004577637","46.9329986572266","47.701000213623","47.0250015258789","47.0950012207031","47.765998840332","48.0789985656738","48.0060005187988","47.765998840332","48.7330017089844","49.5250015258789","49.8300018310547","49.3330001831055","49.8419990539551",
"Benin","BEN","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.185001373291","57.1590003967285","57.1450004577637","57.8639984130859","58.601001739502","59.3569984436035","60.1380004882813","60.9420013427734","61.7669982910156","62.617000579834","63.4930000305176","64.3949966430664","65.3270034790039","65.7839965820313","66.2460021972656","66.7119979858398","67.1849975585938","67.661003112793","68.140998840332","68.6230010986328","69.1070022583008","69.5940017700195","69.6259994506836","69.6650009155273","69.7089996337891","69.7570037841797","69.7979965209961","69.8460006713867","69.9010009765625","69.9619979858398","69.2959976196289","69.3339996337891",
"Burkina Faso","BFA","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.4499969482422","79.4309997558594","78.4189987182617","77.3710021972656","76.2880020141602","75.1709976196289","74.0189971923828","72.8320007324219","71.6110000610352","70.3550033569336","69.0660018920898","67.7419967651367","66.3870010375977","64.9990005493164","63.5820007324219","62.1360015869141","60.6629981994629","60.2109985351563","59.7779998779297","59.3650016784668","58.9749984741211","58.6100006103516","58.2700004577637","57.9570007324219","57.6710014343262","57.6959991455078","57.7200012207031","57.7480010986328","57.7820014953613","57.8250007629395","57.2669982910156","57.2369995117188",
"Bangladesh","BGD","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.636999130249","26.7000007629395","26.8080005645752","26.9570007324219","27.1389999389648","27.3490009307861","27.5200004577637","27.7210006713867","27.9370002746582","28.1499996185303","28.3449993133545","28.4659996032715","28.5820007324219","28.6889991760254","28.7849998474121","28.8759994506836","28.8799991607666","29.2719993591309","29.6709995269775","30.07200050354","30.4740009307861","30.8729991912842","31.2730007171631","31.6770000457764","32.0859985351563","32.5029983520508","32.9309997558594","36.109001159668","36.242000579834","36.3110008239746","34.5449981689453","34.8689994812012",
"Bulgaria","BGR","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.1720008850098","53.5110015869141","53.8240013122559","52.6780014038086","51.5289993286133","50.3769989013672","49.2229995727539","48.0690002441406","46.9140014648438","45.7620010375977","44.6119995117188","46.4090003967285","46.0180015563965","44.7529983520508","45.4169998168945","44.3779983520508","46.3199996948242","47.4360008239746","48.2919998168945","47.4830017089844","47.757999420166","47.193000793457","47.8219985961914","48.5530014038086","48.6080017089844","48.5550003051758","47.648998260498","49.5040016174316","49.2070007324219","50.2690010070801","49.1829986572266","49.1430015563965",
"Bahrain","BHR","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.6450004577637","29.2919998168945","29.7080001831055","30.3819999694824","31.0690002441406","31.6849994659424","32.4539985656738","33.148998260498","33.7760009765625","34.4440002441406","35.1110000610352","35.4059982299805","36.2820014953613","37.1500015258789","38.0190010070801","38.8959999084473","39.7560005187988","40.6419982910156","41.5730018615723","42.5670013427734","43.6230010986328","42.5040016174316","42.8089981079102","43.1209983825684","43.3860015869141","43.5750007629395","43.6660003662109","43.7910003662109","44.0970001220703","44.3899993896484","42.0550003051758","42.3610000610352",
"Bahamas, The","BHS","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.4410018920898","65.0500030517578","65.6549987792969","66.2580032348633","66.8600006103516","69.5110015869141","68.0699996948242","70.5810012817383","70.7310028076172","70.9240036010742","71.0199966430664","71.1149978637695","71.7149963378906","71.379997253418","71.0429992675781","70.629997253418","70.2160034179688","69.8000030517578","69.3789978027344","68.9550018310547","69.3870010375977","69.8430023193359","69.7289962768555","69.6849975585938","69.7890014648438","69.8600006103516","69.9160003662109","69.8990020751953","69.9729995727539","70.0619964599609","63.2319984436035","65.6269989013672",
"Bosnia and Herzegovina","BIH","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.8470001220703","34.298999786377","34.5299987792969","34.5940017700195","34.3489990234375","34.0229988098145","33.7360000610352","33.5340003967285","33.2480010986328","32.6450004577637","32.318000793457","32.0629997253418","31.7709999084473","31.5580005645752","31.253999710083","30.8589992523193","30.628999710083","30.761999130249","31.4209995269775","31.7609996795654","32.9990005493164","32.6650009155273","32.4269981384277","32.3600006103516","32.9259986877441","33.4589996337891","32.0480003356934","32.3470001220703","31.4169998168945","32.8720016479492","32.6660003662109","32.2569999694824",
"Belarus","BLR","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.0299987792969","52.0909996032715","52.6339988708496","53.1020011901855","53.8769989013672","54.6080017089844","54.3849983215332","53.6279983520508","53.0919990539551","52.8660011291504","53.2109985351563","53.560001373291","53.9109992980957","54.2620010375977","54.6139984130859","54.9650001525879","55.3160018920898","55.6669998168945","56.0169982910156","56.3650016784668","56.7130012512207","57.0579986572266","57.4020004272461","57.7449989318848","58.0870018005371","58.4290008544922","58.7690010070801","58.5820007324219","58.1609992980957","58.2750015258789","57.7280006408691","57.3110008239746",
"Belize","BLZ","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.5309982299805","33.2960014343262","34.0880012512207","34.4519996643066","34.3330001831055","35.6730003356934","37.0209999084473","38.3810005187988","39.273998260498","39.3050003051758","39.8050003051758","40.3129997253418","40.8230018615723","41.3330001831055","41.8479995727539","42.367000579834","42.8899993896484","43.4179992675781","43.9480018615723","44.4770011901855","45.0029983520508","45.5299987792969","46.0519981384277","46.5719985961914","47.4860000610352","48.3619995117188","49.2379989624023","48.8479995727539","49.076000213623","49.1069984436035","45.859001159668","46.8969993591309",
"Bermuda","BMU","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.8380012512207","57.3359985351563","57.3059997558594","57.689998626709","58.1399993896484","58.5940017700195","58.9809989929199","59.4650001525879","59.3610000610352","59.2560005187988","59.1500015258789","59.8740005493164","60.5929985046387","61.306999206543","62.015998840332","62.7200012207031","63.4210014343262","61.5270004272461","62.0340003967285","62.625","62.2599983215332","61.8959999084473","57.681999206543","58.8079986572266","61.1969985961914","54.6380004882813","56.9720001220703","59.1590003967285","63.6030006408691","60.7509994506836","54.7190017700195","68.2829971313477",
"Brazil","BRA","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.3839988708496","41.4609985351563","42.701000213623","43.9469985961914","45.2000007629395","46.4580001831055","45.2350006103516","46.1549987792969","46.9490013122559","48.1189994812012","49.4790000915527","50.8380012512207","52.1910018920898","52.4420013427734","53.5149993896484","54.6180000305176","54.3680000305176","54.1720008850098","53.8720016479492","54.3250007629395","52.9309997558594","51.5299987792969","51.4379997253418","51.2960014343262","51.2519989013672","51.7430000305176","51.7130012512207","52.6240005493164","52.757999420166","53.4360008239746","47.7099990844727","49.1100006103516",
"Barbados","BRB","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.0429992675781","58.0880012512207","59.1599998474121","60.1300010681152","61.0950012207031","62.6290016174316","61.3349990844727","62.1679992675781","62.0299987792969","61.556999206543","62.681999206543","63.7919998168945","62.8170013427734","63.9620018005371","64.4599990844727","64.4789962768555","62.7649993896484","61.9490013122559","62.5130004882813","62.1419982910156","61.9220008850098","63.0320014953613","61.0390014648438","61.9529991149902","60.4640007019043","60.8199996948242","61.8810005187988","60.5060005187988","59.4659996032715","59.0270004272461","55.5620002746582","56.0550003051758",
"Brunei Darussalam","BRN","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.132999420166","46.4570007324219","47.4220008850098","48.3979988098145","49.390998840332","50.4000015258789","51.439998626709","52.4879989624023","53.5250015258789","54.5359992980957","55.5110015869141","56.4150009155273","56.4140014648438","56.4029998779297","56.3880004882813","56.3759994506836","56.375","56.3740005493164","56.375","56.3810005187988","56.390998840332","56.4049987792969","56.3520011901855","56.3110008239746","56.2830009460449","56.2700004577637","56.2729988098145","56.2879981994629","57.3470001220703","55.1839981079102","54.3569984436035","54.0690002441406",
"Bhutan","BTN","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.6910018920898","58.576000213623","58.4729995727539","58.3790016174316","58.2840003967285","58.1980018615723","58.5909996032715","59.0880012512207","59.6520004272461","60.2630004882813","60.9109992980957","61.6500015258789","62.4150009155273","63.1790008544922","63.9020004272461","64.556999206543","64.8629989624023","65.161003112793","65.443000793457","65.6969985961914","63.4150009155273","62.4090003967285","63.0610008239746","58.3190002441406","54.076000213623","55.1059989929199","54.9249992370605","54.6430015563965","54.2910003662109","53.9169998168945","50.9020004272461","51.625",
"Botswana","BWA","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.1889991760254","46.3019981384277","46.4119987487793","46.5289993286133","46.6660003662109","46.8300018310547","46.9650001525879","47.1370010375977","47.3359985351563","47.8870010375977","48.4620018005371","49.1150016784668","49.7719993591309","50.4300003051758","51.0859985351563","51.7410011291504","52.3940010070801","53.4519996643066","54.507999420166","55.5670013427734","52.685001373291","53.1220016479492","53.564998626709","54.0069999694824","54.4420013427734","54.867000579834","55.2719993591309","55.6720008850098","56.068000793457","56.4659996032715","56.4230003356934","56.2820014953613",
"Central African Republic","CAF","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.052001953125","64.0439987182617","64.0500030517578","64.0660018920898","64.0920028686523","64.1279983520508","64.120002746582","64.1190032958984","64.1269989013672","64.1449966430664","64.1719970703125","64.129997253418","64.1050033569336","64.0920028686523","64.0859985351563","64.0839996337891","64.0279998779297","63.9790000915527","63.943000793457","63.9230003356934","63.923999786377","63.8300018310547","63.7529983520508","63.6949996948242","63.6539993286133","63.6269989013672","63.6870002746582","63.7639999389648","63.8530006408691","63.9480018615723","62.9160003662109","63.3120002746582",
"Canada","CAN","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.492000579834","58.4210014343262","57.8349990844727","57.6590003967285","57.515998840332","57.4720001220703","57.4589996337891","57.7840003967285","58.3839988708496","58.9090003967285","59.3969993591309","59.7550010681152","60.9099998474121","61.8940010070801","61.9900016784668","61.6580009460449","61.8800010681152","62.5009994506836","62.5460014343262","62.4199981689453","62.4020004272461","62.1580009460449","62.1209983825684","62.173999786377","61.5509986877441","61.2190017700195","61.2799987792969","61.4809989929199","61.2980003356934","61.4440002441406","59.5149993896484","60.8009986877441",
"Central Europe and the Baltics","CEB","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.2322696466122","54.5156012956608","54.4850628902756","53.7486879815673","52.9326730875308","52.0128155439396","50.9717431133045","51.0078927419785","50.6930687393551","50.6028283545059","50.6719699187889","50.5028089040294","48.8680528300013","48.0964315852431","47.777960593098","47.4223117017598","47.412170911584","47.2821298712166","47.3792931232293","47.5991479113677","47.7429600016263","47.6518307694851","48.0807769403476","48.1844586271428","48.5648627433435","48.5902162814617","48.5019854881984","49.0800168131345","49.1206576493879","49.0592329319353","48.716122580343","49.2381887931669",
"Switzerland","CHE","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.9809989929199","56.8009986877441","57.1259994506836","56.9420013427734","56.2280006408691","55.8530006408691","57.0289993286133","56.9490013122559","58.1749992370605","58.1780014038086","57.6370010375977","58.8219985961914","59.2980003356934","59.4620018005371","59.1049995422363","59.3400001525879","59.75","59.9309997558594","61.2910003662109","61.5730018615723","59.9860000610352","60.5279998779297","60.8279991149902","61.1380004882813","61.8979988098145","62.2789993286133","62.8330001831055","62.5999984741211","62.8979988098145","62.9710006713867","62.5040016174316","61.7280006408691",
"Channel Islands","CHI","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.5340003967285","45.5349998474121","45.6419982910156","45.314998626709","45.2099990844727","45.5410003662109","46.1430015563965","46.4589996337891","46.7680015563965","47.2859992980957","47.4020004272461","48.7910003662109","50.548999786377","51.3619995117188","51.3639984130859","50.9480018615723","50.4659996032715","49.9140014648438","50.6259994506836","51.5460014343262","51.390998840332","50.4020004272461","50.6360015869141","50.8040008544922","50.9500007629395","51.2109985351563","51.5639991760254","51.8950004577637","52.148998260498","52.4150009155273","51.7760009765625","51.625",
"Chile","CHL","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.636999130249","32.4860000610352","33.8030014038086","34.5279998779297","35.0509986877441","36.1430015563965","36.9630012512207","37.6889991760254","38.0449981689453","38.2809982299805","37.8769989013672","36.8959999084473","36.6110000610352","37.9570007324219","39.3699989318848","40.2809982299805","41.4370002746582","42.3790016174316","44.3199996948242","44.7519989013672","45.5579986572266","47.5359992980957","47.7919998168945","47.9420013427734","48.6059989929199","48.4620018005371","48.234001159668","48.742000579834","49.318000793457","49.4869995117188","44.5730018615723","44.1720008850098",
"China","CHN","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.0220031738281","72.7779998779297","72.5319976806641","72.2850036621094","72.0370025634766","71.7880020141602","71.5380020141602","71.286003112793","71.0329971313477","70.7779998779297","70.5220031738281","69.8679962158203","69.2060012817383","68.536003112793","67.8570022583008","67.1699981689453","66.4759979248047","65.7740020751953","65.0650024414063","64.3489990234375","63.6259994506836","63.8160018920898","63.6809997558594","63.5670013427734","63.568000793457","63.564998626709","63.4679985046387","63.2919998168945","63.1139984130859","63.0139999389648","61.818000793457","61.6119995117188",
"Cote d'Ivoire","CIV","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.1689987182617","47.2200012207031","47.298999786377","47.4000015258789","47.5149993896484","47.6360015869141","47.6710014343262","47.7179985046387","47.7770004272461","47.6580009460449","47.5439987182617","47.435001373291","47.3320007324219","47.2319984436035","47.1360015869141","47.0419998168945","46.9519996643066","46.8639984130859","46.7779998779297","46.6959991455078","46.617000579834","46.5429992675781","46.4720001220703","46.4039993286133","46.3400001525879","46.2799987792969","46.2239990234375","46.1720008850098","46.2540016174316","46.3320007324219","45.9010009765625","45.9199981689453",
